carat,cut_ord,color_ord,clarity_ord,depth,table,log_price,price
0.3,1,2,2,63.4,58.0,6.042632833682381,421
0.41,4,3,4,61.7,57.0,6.80128303447162,899
0.3,3,1,4,61.6,60.0,6.410174881966167,608
0.75,2,4,4,57.9,62.0,8.091933455979893,3268
2.0,1,0,3,61.4,63.0,9.51355124604559,13542
1.0,4,3,4,62.7,54.0,8.774158291205957,6465
0.41,3,5,3,61.3,58.0,6.840546529288687,935
0.3,4,2,7,61.5,56.0,6.670766320845874,789
0.32,4,2,5,61.9,53.0,6.428105272684596,619
1.02,4,6,1,61.7,58.0,8.598957493218878,5426
0.31,4,6,3,61.6,55.0,6.598509028614515,734
0.32,3,6,2,61.5,59.0,6.628041376179533,756
1.04,2,1,2,62.5,62.0,8.336869637284956,4175
2.03,3,5,1,61.5,59.0,9.824281994355154,18477
0.71,4,3,3,62.5,57.0,7.828436359157585,2511
0.55,2,5,3,61.6,60.0,7.449498005382849,1719
0.38,3,2,3,60.5,59.0,6.8001700683022,898
0.73,4,6,3,61.4,56.0,8.151044945685024,3467
0.91,3,5,2,60.5,61.0,8.327967858305488,4138
0.4,4,5,5,61.5,55.0,6.895682697747868,988
1.32,0,4,6,58.0,66.0,9.445254378889308,12648
0.81,4,6,3,59.5,60.0,8.36985260351753,4315
0.34,3,2,6,61.1,59.0,6.652863029353347,775
1.09,4,4,1,61.2,57.0,8.513385953073284,4981
0.57,2,4,4,60.3,58.0,7.534228326274089,1871
1.37,4,3,7,62.3,54.0,9.505916206547065,13439
0.94,3,4,1,62.3,59.0,8.037543185118697,3095
0.74,2,5,3,61.4,63.0,7.87777633327726,2638
1.09,4,0,3,43.0,54.0,8.471777327885755,4778
2.03,0,2,2,65.4,58.0,9.591922539621015,14646
1.01,2,4,1,61.9,57.0,8.40827078419205,4484
0.6,4,6,4,61.9,54.9,7.834788107388194,2527
0.33,2,2,2,63.0,56.0,6.137727054086234,463
1.01,2,6,1,62.9,60.0,8.468002947225466,4760
0.47,2,6,1,61.5,55.0,6.982862751468942,1078
0.5,1,3,3,57.9,61.0,7.254884810077338,1415
0.41,3,3,2,62.6,59.0,6.827629234502852,923
0.35,3,4,3,61.8,58.0,6.559615237493242,706
0.55,4,1,2,61.7,55.0,7.033506484287697,1134
1.03,3,2,3,60.9,58.0,8.587465244401569,5364
1.5,2,2,4,63.4,59.0,9.273502946933823,10652
0.41,3,3,5,61.6,56.0,6.98100574072173,1076
1.23,4,3,6,61.2,56.0,9.32206062158659,11182
0.23,2,5,6,62.6,58.0,6.156978985585555,472
0.78,2,3,1,63.7,55.9,7.783640596221253,2401
1.01,2,5,1,62.0,60.0,8.399535147948004,4445
0.95,2,3,4,61.7,58.0,8.53915035876828,5111
0.54,4,4,5,61.2,55.0,7.75491027202143,2333
1.71,4,0,5,61.6,59.0,9.300638009956963,10945
1.23,3,2,1,61.2,57.0,8.589141690728821,5373
0.26,3,4,4,59.5,58.0,6.113682179832232,452
0.71,4,1,2,61.0,56.0,7.7488913372555315,2319
0.3,4,5,6,61.4,56.0,6.796823718274855,895
0.44,4,5,2,62.6,56.0,6.697034247666484,810
0.3,4,6,3,62.0,55.0,6.814542897259958,911
1.01,4,6,2,60.8,56.0,8.68929604801586,5939
0.51,2,2,2,63.4,57.0,7.112327444710911,1227
0.51,4,5,3,61.7,54.0,7.412160334945205,1656
1.22,2,3,2,62.1,58.0,8.753687227098585,6334
1.54,4,3,6,60.8,57.0,9.699901500437448,16316
0.41,2,5,2,62.8,58.0,6.558197802812269,705
1.09,4,3,5,61.2,57.0,9.023408202624545,8295
0.77,3,5,1,61.7,61.0,7.868636894184167,2614
1.5,3,3,2,62.3,58.0,9.252249775053393,10428
1.21,3,1,3,62.3,58.0,8.693161274238017,5962
1.28,4,3,4,61.7,55.0,9.142275641062053,9342
0.91,2,2,4,61.7,56.0,8.310414994188292,4066
0.55,3,4,3,62.5,56.0,7.465082736399547,1746
0.95,4,3,2,60.7,56.0,8.404919948933452,4469
1.24,3,4,3,62.2,58.0,9.149634496858788,9411
0.25,4,5,5,62.1,57.0,6.606650186198215,740
0.73,4,6,2,61.8,56.0,8.067462667010057,3189
0.7,4,2,5,62.5,56.0,7.898411092811599,2693
0.35,4,3,2,61.8,55.0,6.220590170099739,503
0.7,0,6,2,66.0,56.0,7.646353722445999,2093
0.74,4,5,1,59.2,59.0,7.824445930877619,2501
0.52,4,5,3,61.1,55.0,7.503840746698951,1815
0.3,2,3,7,58.4,62.0,6.727431724850855,835
0.47,4,1,7,62.2,55.0,7.071573364211532,1178
0.31,4,2,6,62.0,55.0,6.508769136971682,671
0.91,3,2,6,62.5,59.0,8.505929999137527,4944
1.52,4,3,1,61.9,57.0,8.868976189274543,7108
1.01,2,4,5,61.9,56.0,9.050758302151717,8525
1.01,2,3,2,63.3,57.0,8.339261982923576,4185
1.34,3,3,3,61.0,60.0,8.959311617172437,7780
0.32,2,3,2,60.9,58.0,6.1675164908883415,477
1.34,2,2,1,61.1,63.0,8.378390788535778,4352
1.06,2,4,2,62.5,58.0,8.459775920546287,4721
2.01,2,2,1,63.2,57.0,9.557469903071384,14150
1.22,3,3,2,62.3,58.0,8.746398334109042,6288
0.54,4,2,2,62.5,56.0,7.044905117129371,1147
0.4,1,2,4,63.4,58.0,6.693323668269949,807
1.01,2,3,3,63.1,55.0,8.574329382787047,5294
0.31,2,4,7,61.2,55.0,6.81783057145415,914
1.02,1,4,1,64.1,60.0,8.337827262447915,4179
1.05,2,3,4,62.3,56.0,8.855092980028635,7010
0.32,0,4,2,64.4,54.0,6.45833828334479,638
0.32,4,2,4,60.2,56.0,6.329720905522696,561
0.31,2,2,3,60.0,60.0,6.192362489474872,489
1.22,3,2,4,62.5,59.0,8.96392819372262,7816
0.31,4,1,4,61.7,55.0,6.298949246855942,544
1.02,4,6,2,61.2,56.0,8.706159290928861,6040
0.33,2,5,2,60.6,60.0,6.361302477572996,579
0.35,4,5,6,61.3,56.0,6.82001636467413,916
0.56,4,2,6,61.4,56.0,7.57095858316901,1941
0.59,2,4,3,61.6,56.0,7.486613313139955,1784
0.41,2,5,6,62.9,59.0,7.220373836723949,1367
0.7,2,3,3,63.2,57.0,7.763446388727362,2353
0.3,2,5,3,62.7,53.0,6.401917196727186,603
2.24,3,2,1,61.4,57.0,9.72052579085475,16656
0.8,3,0,1,60.2,59.0,7.611842399580417,2022
0.71,1,5,2,58.4,61.0,7.8528278122817445,2573
0.3,3,5,3,61.7,61.0,6.738152494595957,844
1.0,1,5,2,63.1,64.0,8.39728289474368,4435
0.6,4,4,1,61.7,56.0,7.3537223303996315,1562
0.32,3,3,2,62.5,58.0,6.416732282512326,612
1.41,2,2,1,58.5,57.0,8.900957872545062,7339
0.3,3,3,5,60.8,58.0,6.777646593635117,878
0.71,1,2,2,63.5,57.0,7.647786045440933,2096
0.63,1,2,4,62.9,54.0,7.4770384723196965,1767
1.02,2,3,5,61.3,59.0,8.894533135798554,7292
0.3,4,2,6,62.4,53.0,6.52795791762255,684
0.3,2,3,5,63.2,57.0,6.777646593635117,878
0.53,4,2,3,62.5,56.0,7.1808311990445555,1314
0.37,2,6,2,62.2,58.0,6.523562306149512,681
1.18,4,5,1,60.8,57.0,8.493924564476883,4885
0.71,4,5,1,61.9,56.0,7.80710329012598,2458
1.34,4,1,4,62.2,57.0,8.855948534052018,7016
0.34,3,5,5,62.7,59.0,6.902742737158593,995
0.3,2,1,6,60.5,60.0,6.313548046277095,552
0.5,4,1,3,62.5,55.0,7.126087273299125,1244
0.76,4,2,2,61.4,55.0,8.022896869601457,3050
0.37,4,5,3,61.9,53.0,6.698268054115413,811
0.45,1,2,6,56.8,64.0,7.122866658599083,1240
0.42,4,6,3,62.7,55.0,6.843749949006225,938
0.74,2,0,2,62.2,59.0,7.556427969440253,1913
0.35,3,5,4,62.3,60.0,6.968850378341948,1063
0.3,3,3,4,62.3,59.0,6.654152520183219,776
0.81,2,5,3,62.8,57.0,8.252967195000798,3839
0.9,3,5,1,60.4,59.0,8.274866820685254,3924
0.3,3,2,3,62.6,58.0,6.410174881966167,608
0.9,2,3,1,61.1,55.0,8.144679183447758,3445
0.71,2,4,1,63.6,56.0,7.6487397889562425,2098
0.32,4,5,6,61.7,55.0,6.927557906278317,1020
0.38,2,3,6,59.9,56.0,6.877296071497429,970
0.8,2,3,4,59.5,63.0,8.057694194815587,3158
0.42,2,3,2,61.6,61.0,6.532334292222349,687
1.01,0,4,4,64.6,60.0,8.758726607842037,6366
0.46,4,3,7,61.6,54.0,7.351158226430694,1558
0.5,4,5,1,61.4,57.0,7.122866658599083,1240
1.22,3,2,1,61.3,60.0,8.413830678421084,4509
0.76,4,1,2,61.9,56.0,7.765569081097317,2358
2.03,2,1,1,62.8,60.0,9.477539085486564,13063
0.41,4,4,5,61.2,56.0,7.016609683894219,1115
0.7,1,2,2,65.0,57.0,7.6577552711348655,2117
0.42,4,5,2,61.3,57.0,6.899723107284872,992
0.31,3,5,2,62.7,58.0,6.405228458030842,605
0.32,3,2,7,61.2,58.0,6.984716320118266,1080
1.51,2,2,3,62.4,55.6,9.401621670141608,12108
2.02,3,2,1,61.4,59.0,9.655410734676707,15606
0.32,4,6,3,62.6,57.0,6.879355804460439,972
0.3,4,2,6,62.4,53.0,6.777646593635117,878
0.25,2,4,4,59.6,56.0,6.077642243349034,436
1.0,3,3,3,62.3,58.0,8.564458383883352,5242
0.9,1,5,2,63.8,61.0,8.128880142125638,3391
0.91,2,5,1,62.4,58.0,8.277920258172143,3936
0.41,4,4,7,61.7,56.0,7.1731917424865985,1304
0.56,4,3,7,61.8,56.0,7.80057265467065,2442
0.56,4,5,2,60.9,56.0,7.365180126021013,1580
1.11,4,3,5,61.8,56.0,9.1833801903934,9734
0.31,4,1,2,63.0,57.0,6.259581464064923,523
1.01,1,5,4,64.6,58.0,8.780941113572387,6509
0.94,4,6,1,62.1,56.0,8.338544879988579,4182
1.58,4,1,2,62.6,56.0,9.124346658809207,9176
1.06,3,5,3,61.3,58.0,8.892199092039693,7275
0.31,3,3,2,61.8,60.0,6.135564891081739,462
0.41,2,5,2,60.5,61.0,6.626717749249025,755
1.51,2,5,3,62.4,58.0,9.51951481976606,13623
1.01,4,3,3,62.0,54.9,8.747510946478448,6295
1.01,2,3,3,59.2,59.0,8.699348067653093,5999
0.7,1,4,5,63.1,58.0,7.908754738783246,2721
1.01,3,4,2,62.3,58.0,8.583916823459145,5345
0.41,1,1,1,63.5,57.0,6.289715570908998,539
1.0,0,3,2,64.4,57.0,8.365206834418355,4295
0.66,1,3,3,58.1,59.9,7.650168700845001,2101
1.59,4,6,1,61.6,55.0,9.10219821335648,8975
2.0,2,3,1,63.5,55.0,9.647627092407303,15485
0.31,4,3,7,61.4,56.0,6.792344427470809,891
0.4,2,5,5,62.8,58.0,6.97166860472579,1066
0.51,4,3,4,61.3,55.7,7.374629015218945,1595
1.5,4,1,3,60.0,61.0,9.192888978362427,9827
0.32,3,5,5,59.9,58.0,6.984716320118266,1080
2.31,0,3,0,67.4,56.0,8.889721799278137,7257
0.66,1,2,4,59.9,60.3,7.513163545234075,1832
0.52,2,5,1,64.0,55.0,6.9650803456014065,1059
0.7,4,2,1,61.1,57.0,7.504942068396171,1817
0.51,4,4,4,61.3,54.0,7.515344571180436,1836
0.83,1,4,1,63.7,59.0,7.584773077612199,1968
0.7,4,3,3,62.3,57.0,7.909489492673759,2723
0.76,1,3,4,60.3,60.7,8.045908742270779,3121
0.3,2,2,2,59.5,62.0,6.042632833682381,421
1.4,3,3,1,60.6,58.0,8.652248422409102,5723
0.71,4,4,4,62.6,55.0,7.979338895262328,2920
0.42,4,3,7,62.3,54.0,7.161622002939187,1289
1.0,1,6,3,63.9,56.0,8.881836305004146,7200
1.53,4,5,1,61.2,57.0,9.243678431586693,10339
1.02,2,5,2,63.7,55.0,8.892473968347087,7277
0.4,2,6,3,60.8,59.0,6.7661917146603505,868
0.85,4,6,3,61.9,55.0,8.2482674474469,3821
1.08,3,2,2,62.6,58.0,8.532672762264625,5078
0.76,2,5,5,60.6,59.0,8.251403065380556,3833
0.28,4,4,5,62.6,55.0,6.668228248417403,787
0.38,2,3,2,62.1,54.0,6.626717749249025,755
0.93,0,6,3,56.3,67.0,8.532672762264625,5078
1.72,3,2,2,62.9,58.0,9.478686708121222,13078
2.01,4,3,3,61.4,54.0,9.831293132987641,18607
1.51,1,3,2,63.3,58.0,9.218804450388312,10085
0.31,4,3,3,61.4,57.0,6.298949246855942,544
0.41,4,4,3,62.7,57.0,6.760414691083428,863
0.9,3,3,2,61.0,60.0,8.263332667439967,3879
0.33,3,1,6,61.9,60.0,6.659293919683638,780
0.5,4,5,1,62.5,57.0,7.050989447068045,1154
1.03,3,5,3,62.5,59.0,8.711443319075466,6072
0.79,4,3,2,61.6,55.0,7.987524479848767,2944
1.03,2,2,1,60.9,57.0,8.31898612539206,4101
1.04,4,2,2,61.3,55.0,8.290041618704489,3984
0.55,2,6,1,59.7,64.0,7.244941546337007,1401
0.4,2,5,4,62.4,54.0,6.959398512133975,1053
1.01,3,4,3,58.9,58.0,8.74369111054302,6271
0.5,2,6,3,62.8,58.0,7.399398083331354,1635
0.64,2,6,3,58.6,59.0,7.754481547470383,2332
2.08,3,2,1,58.8,60.0,9.579279798734897,14462
0.56,4,3,2,62.0,57.0,7.396948602621014,1631
0.36,4,3,6,62.8,57.0,6.959398512133975,1053
0.52,4,4,1,62.1,55.0,7.0825485693553,1191
1.0,4,6,1,62.7,58.0,8.56522116042682,5246
0.4,4,3,2,60.1,56.0,6.988413181999592,1084
0.9,2,2,3,62.0,57.0,8.332067707289548,4155
0.24,1,4,4,60.2,65.0,5.948034989180646,383
0.52,2,0,3,60.7,56.0,7.039660349862076,1141
0.53,4,4,3,61.1,56.0,7.396948602621014,1631
1.01,3,5,2,60.5,62.0,8.561401446080557,5226
2.1,0,3,0,67.4,59.0,8.794370279222871,6597
1.0,3,3,3,61.9,58.0,8.725832056527565,6160
0.91,3,5,2,62.1,58.0,8.37378460812088,4332
1.79,4,0,2,59.8,61.0,9.221082468508085,10108
1.06,4,1,1,62.4,57.0,8.287780027088433,3975
0.54,2,5,2,60.2,58.0,7.213768308118642,1358
0.3,4,5,3,62.5,56.0,6.489204931325317,658
0.34,2,6,2,59.6,61.0,6.439350371100098,626
0.32,2,2,1,63.2,55.0,6.222576268071369,504
0.82,4,6,3,60.8,57.0,8.439880088313567,4628
0.31,3,4,3,62.9,59.0,6.687108607866515,802
1.01,1,4,1,59.4,60.0,8.296795865770052,4011
0.3,2,3,4,62.1,60.0,6.405228458030842,605
0.25,2,3,6,61.8,57.0,6.263398262591624,525
0.4,4,0,5,61.8,55.0,6.495265555937008,662
0.91,2,3,5,62.1,60.0,8.499640032168648,4913
0.45,3,5,2,62.8,58.0,6.994849985833071,1091
0.95,3,1,2,60.0,60.0,8.263074835802596,3878
0.32,3,3,3,61.0,59.0,6.579251212010101,720
0.38,4,3,3,59.5,58.0,6.580639137284949,721
0.3,2,2,5,61.5,57.0,6.263398262591624,525
1.0,1,6,2,60.5,60.0,8.620832226175724,5546
0.36,4,5,3,61.8,56.0,6.855408798609928,949
1.72,3,2,2,61.4,59.0,9.463430999658344,12880
0.4,2,6,5,62.0,61.0,7.028201432058005,1128
0.9,0,3,2,65.2,59.0,8.086410275323782,3250
0.9,3,3,2,62.2,60.0,8.290041618704489,3984
1.51,2,5,5,60.2,61.0,9.780698256443507,17689
2.01,1,0,2,63.6,59.0,9.42294862137501,12369
0.72,4,4,4,61.1,56.0,8.09101504171053,3265
0.43,3,2,4,60.0,59.0,7.014814351275545,1113
0.54,3,4,3,62.4,58.0,7.43307534889858,1691
0.56,4,5,4,61.1,56.0,7.605890001053122,2010
1.2,4,5,1,61.3,56.0,8.700514248543275,6006
1.2,4,6,2,61.1,56.0,9.139595967450425,9317
2.09,4,0,4,61.2,59.0,9.627206902808789,15172
1.11,4,5,3,61.0,57.0,9.172119159155985,9625
0.5,2,4,5,60.4,61.0,7.48324441607385,1778
0.32,4,6,1,61.4,56.0,6.416732282512326,612
0.85,4,3,1,62.0,57.0,7.976938756959434,2913
0.51,3,3,4,61.1,58.0,7.412160334945205,1656
1.42,3,5,2,61.1,62.0,9.153452509769135,9447
0.32,4,2,5,61.7,56.0,6.4692503167957724,645
0.3,4,2,5,61.2,57.0,6.654152520183219,776
2.04,3,2,1,62.7,56.0,9.66523036341187,15760
0.51,2,3,2,61.4,54.0,7.1204443723924875,1237
0.3,1,3,4,63.3,56.0,6.405228458030842,605
0.36,4,6,2,61.3,56.0,6.455198563340122,636
0.34,4,6,3,61.4,55.0,6.874198495453294,967
0.41,1,4,5,59.2,63.0,7.047517221357296,1150
0.4,3,1,6,59.5,59.0,6.7357800142423265,842
1.01,4,6,1,62.6,56.0,8.473241303887054,4785
0.4,4,4,5,61.7,56.0,6.992096427415888,1088
0.71,3,5,3,62.5,60.0,7.913886714856082,2735
0.3,2,2,5,61.0,61.0,6.405228458030842,605
0.45,4,4,1,62.5,57.0,6.903747257584598,996
0.51,4,4,3,61.7,56.0,7.414572881350589,1660
0.3,2,4,5,62.5,56.0,6.593044534142437,730
1.0,3,3,3,60.1,57.0,8.743850562030243,6272
0.52,4,4,5,62.5,57.0,7.6324011266014535,2064
1.2,3,5,5,62.1,58.0,9.332646496360152,11301
0.71,3,1,4,61.9,59.0,7.725771441587952,2266
1.5,3,5,3,61.8,59.0,9.610792938260802,14925
0.4,4,6,1,61.3,56.0,6.682108597449809,798
0.41,4,4,5,62.6,55.0,7.016609683894219,1115
2.22,3,1,3,60.5,59.0,9.593014391783532,14662
1.16,4,6,3,62.1,57.0,9.010058489805235,8185
0.7,0,2,2,65.2,58.0,7.6246189861593985,2048
0.72,4,4,2,60.2,57.0,8.08394570229562,3242
0.43,3,4,4,62.5,58.0,6.962243464266207,1056
1.21,3,5,4,60.8,59.0,9.163353580751846,9541
0.34,4,2,3,61.5,54.0,6.285998094508865,537
2.11,4,1,3,62.2,55.0,9.781997654948418,17712
0.57,4,4,3,61.6,55.0,7.459914766241105,1737
0.92,4,3,3,62.0,57.0,8.697679732264463,5989
0.31,4,4,7,62.1,55.0,6.88653164253051,979
0.81,4,5,3,60.4,57.0,8.080546965824498,3231
0.3,2,1,2,63.0,57.0,6.003887067106539,405
0.41,4,3,3,62.4,55.0,6.717804695023691,827
0.51,4,6,2,60.7,56.0,7.5411524551363085,1884
0.41,4,6,2,62.2,57.0,6.673297967767654,791
0.51,3,2,4,60.3,58.0,7.2305631534092925,1381
0.7,4,3,2,62.1,58.0,7.730174795246222,2276
0.35,4,1,2,61.3,54.0,6.406879986069314,606
0.5,2,5,2,60.7,58.0,7.208600337960199,1351
1.57,3,6,1,62.9,61.0,9.197761589769323,9875
1.08,2,2,2,63.4,57.0,8.572817095164234,5286
1.02,4,4,1,62.4,55.0,8.447199819595703,4662
0.56,3,3,2,58.8,59.0,7.273092595999522,1441
0.52,4,3,6,60.6,57.0,7.77779262633883,2387
0.75,1,4,4,64.4,59.0,7.990576881743923,2953
1.7,4,0,3,60.5,58.0,9.21054035197885,10002
1.07,4,3,3,62.3,57.0,8.788440957404594,6558
0.27,4,4,5,62.0,55.0,6.633318433280377,760
0.36,2,5,1,62.6,57.0,6.22455842927536,505
0.32,1,2,1,63.2,55.0,5.973809611869261,393
0.9,3,3,2,61.3,60.0,8.235890725928495,3774
1.45,3,6,2,62.2,58.0,9.287301413112312,10800
1.04,1,6,2,63.7,58.0,8.649623978596727,5708
0.39,3,4,4,60.6,55.0,6.9957661563048505,1092
0.59,2,5,3,60.6,60.0,7.646831391430482,2094
0.31,4,2,7,62.1,54.0,6.704414354964107,816
2.05,4,0,3,61.7,54.9,9.55470991405776,14111
0.58,3,2,2,59.7,57.0,7.194436851100335,1332
1.31,4,2,1,62.3,56.0,8.736328721332908,6225
2.14,0,4,1,64.8,60.0,9.534233826390535,13825
1.01,3,5,1,59.5,60.0,8.24301946898925,3801
0.38,4,4,4,61.1,56.0,6.920671504248683,1013
0.71,2,2,1,63.7,56.0,7.586803535162581,1972
0.7,4,4,2,61.1,57.0,7.830425617820331,2516
0.3,4,2,6,62.6,56.0,6.70808408385307,819
0.71,4,1,2,61.9,56.0,7.886081401775745,2660
0.9,1,5,2,63.9,57.0,8.24143968982973,3795
1.34,3,2,2,62.4,57.0,8.826734598220911,6814
0.35,4,3,3,62.5,53.0,6.421622267806518,615
1.27,3,1,4,62.2,59.0,8.766394277049736,6415
0.59,4,6,7,60.7,58.0,8.333510708982942,4161
1.0,3,3,3,59.3,60.0,8.70748291785937,6048
2.0,1,1,3,63.6,60.0,9.69836808706617,16291
1.1,2,3,2,59.4,58.0,8.516593011344206,4997
0.3,4,3,5,62.2,57.0,6.484635235635252,655
0.31,3,3,4,62.1,58.0,6.687108607866515,802
0.98,1,2,1,57.9,56.0,7.971776122880628,2898
0.35,1,6,2,63.3,56.0,6.398594934535208,601
1.76,3,5,2,60.5,58.0,9.668081624649718,15805
0.36,2,2,3,63.5,54.0,6.591673732008658,729
0.76,3,5,1,59.3,62.0,7.753194269884341,2329
0.5,4,5,2,62.2,57.0,7.182352111885263,1316
1.0,2,2,4,63.3,53.0,8.462103225098277,4732
1.01,4,2,1,62.4,57.0,8.453827315794417,4693
0.76,3,2,2,59.8,57.0,7.708410667257367,2227
0.3,1,5,5,59.8,64.0,6.933423025730715,1026
1.02,1,3,3,63.6,57.0,8.668368019213355,5816
0.55,4,4,4,61.4,55.0,7.550135342488429,1901
0.54,3,4,1,59.6,60.0,7.122866658599083,1240
1.03,4,2,2,62.3,56.0,8.416267272826277,4520
0.63,3,4,2,59.1,57.0,7.459338895220296,1736
1.01,2,1,2,63.2,55.0,8.209580483475577,3676
0.9,3,6,3,62.6,59.0,8.517393171418904,5001
0.91,3,6,1,62.4,56.0,8.28121766128665,3949
1.07,3,3,1,62.5,59.0,8.100464891029363,3296
0.39,4,4,6,61.4,54.0,7.029087564149662,1129
0.32,3,3,3,60.7,58.0,6.579251212010101,720
1.71,2,1,3,63.4,59.0,9.340403256274351,11389
0.3,3,1,4,60.5,60.0,6.159095388491933,473
0.71,4,1,2,62.0,54.0,7.7488913372555315,2319
2.14,3,1,3,60.7,59.0,9.743201422602786,17038
1.01,3,4,3,59.3,62.0,8.78462153484075,6533
1.0,1,2,2,61.2,62.0,8.386856689688234,4389
0.32,1,1,2,63.1,56.0,6.068425588244111,432
0.43,3,5,1,62.7,55.0,6.823286122355687,919
0.32,2,2,2,61.9,59.0,6.1070228877422545,449
1.42,2,5,2,61.1,62.0,9.135401285311689,9278
1.61,2,3,2,62.6,56.0,9.394992544108419,12028
2.05,4,2,2,62.4,57.0,9.758114899520375,17294
0.39,4,3,6,62.3,57.0,7.064759027791802,1170
1.5,3,2,4,59.9,60.0,9.322686431807721,11189
1.51,3,3,3,61.3,58.0,9.68601538845915,16091
1.02,1,4,1,59.2,58.0,8.37930948405285,4356
1.01,4,1,0,61.5,57.0,7.952966790923131,2844
0.5,4,3,1,61.4,57.0,7.009408932708637,1107
0.34,4,4,5,61.8,55.0,6.910750787961936,1003
1.5,3,0,4,62.8,59.0,9.131297164635729,9240
1.07,3,3,3,60.5,56.0,8.775085935057266,6471
0.42,4,3,3,62.1,56.0,6.99117688712121,1087
1.54,2,3,4,60.7,60.0,9.494315582496638,13284
0.74,2,5,4,62.8,59.0,8.13622555490846,3416
1.02,2,6,2,62.8,58.0,8.653994232908383,5733
1.01,1,3,5,63.4,55.0,8.830981510952498,6843
0.57,3,2,2,59.3,58.0,7.1049654482698426,1218
0.61,1,2,5,60.3,60.5,7.507141079727608,1821
1.02,4,5,1,62.1,55.0,8.47595444339964,4798
1.4,3,4,3,61.5,60.0,9.270964993792617,10625
0.91,4,0,4,60.7,57.0,8.09162741160107,3267
1.01,3,4,4,61.7,58.0,8.923591197573002,7507
0.93,3,4,2,62.3,59.0,8.653296274408579,5729
2.12,2,4,1,60.6,58.0,9.780980878043332,17694
0.74,3,5,4,60.0,57.0,8.049746290952191,3133
0.21,3,5,3,60.5,59.0,5.955837369464831,386
0.71,4,6,4,62.1,57.0,8.24301946898925,3801
1.03,3,5,4,59.6,59.0,8.96405612822033,7817
0.43,4,3,6,61.5,56.0,7.142036574706803,1264
0.25,0,5,4,55.2,64.0,5.8888779583328805,361
0.42,4,4,1,62.1,56.0,6.4967749901858625,663
1.5,1,0,4,60.7,61.0,9.029657471850737,8347
0.32,3,1,4,61.3,58.0,6.22455842927536,505
0.42,4,3,3,62.2,56.0,6.99117688712121,1087
0.35,4,4,4,62.4,57.0,6.669498089857879,788
1.11,3,4,3,62.7,59.0,8.833899942908635,6863
0.37,3,6,3,61.0,59.0,6.775366090936392,876
0.82,4,3,2,61.8,55.0,8.049746290952191,3133
0.56,3,3,4,62.4,58.0,7.506042178518122,1819
0.76,4,5,4,62.1,57.0,7.988542982737695,2947
1.07,4,2,1,62.8,56.0,8.496786381638575,4899
0.9,4,3,4,61.4,57.0,8.4071550862073,4479
0.5,1,6,1,63.1,56.0,6.86484777797086,958
0.51,1,6,2,63.3,57.0,7.260522598089852,1423
1.05,2,1,1,62.3,59.0,8.227375506834035,3742
0.32,4,6,4,61.4,57.0,6.70196036600254,814
1.22,4,1,4,62.3,57.0,8.774776816043985,6469
0.43,4,2,2,62.1,57.0,6.505784060128229,669
1.51,1,2,3,64.0,59.0,9.210340371976184,10000
0.24,2,4,5,62.3,58.0,6.313548046277095,552
0.78,2,1,4,60.9,55.0,7.898782356970309,2694
1.22,2,0,1,63.5,58.0,8.144098463338524,3443
0.8,2,2,2,63.0,57.0,8.008032846969307,3005
0.31,2,1,4,63.5,57.0,6.4425401664681985,628
0.31,2,1,2,63.3,53.0,6.259581464064923,523
0.44,1,5,2,63.4,57.0,6.628041376179533,756
0.72,4,4,4,60.7,57.0,8.231908243564177,3759
0.51,3,6,2,60.3,59.0,7.430707082545968,1687
0.74,3,2,1,60.9,61.0,7.581719640125308,1962
0.92,3,2,4,61.0,62.0,8.332067707289548,4155
0.5,4,6,1,60.9,57.0,7.221105098182496,1368
2.01,1,2,2,62.2,58.0,9.725377116513638,16737
2.14,2,0,3,62.8,57.0,9.551444720923957,14065
0.7,2,6,2,58.3,62.0,7.848933726364071,2563
0.36,4,6,2,62.2,53.0,6.439350371100098,626
0.5,2,2,2,62.9,58.0,6.97354301952014,1068
0.71,4,3,2,62.5,57.0,7.86480400332846,2604
0.36,4,3,7,61.6,55.0,7.045776576879511,1148
1.32,2,0,1,61.7,60.0,8.614864218589684,5513
1.01,1,5,3,63.4,60.0,8.804775258867686,6666
0.54,4,3,5,61.8,56.0,7.644919344958857,2090
0.39,2,6,5,62.9,58.0,7.116394144093465,1232
0.9,2,4,1,62.3,58.0,8.165932137321585,3519
0.32,4,6,5,60.6,56.0,6.97166860472579,1066
0.46,4,1,4,62.3,56.0,6.881411303642535,974
0.32,4,5,4,61.9,56.0,6.561030665896573,707
0.41,2,5,6,61.2,62.0,7.076653815443951,1184
0.7,3,3,4,62.2,57.0,7.881559917056899,2648
0.3,3,2,4,62.1,59.0,6.19644412779452,491
1.08,3,2,4,59.6,59.0,8.627302414096267,5582
0.43,3,2,1,61.8,59.0,6.787844982309579,887
0.34,4,3,7,62.1,54.0,6.881411303642535,974
0.71,2,4,4,60.6,60.0,8.076515327552329,3218
0.51,4,2,1,61.8,53.0,6.890609120147166,983
0.94,3,5,1,62.4,58.0,8.300776960851454,4027
1.0,1,3,3,63.7,59.0,8.609590040682205,5484
0.31,3,6,4,59.6,58.0,6.776506992372183,877
1.05,0,2,0,61.8,57.0,7.737616282857904,2293
0.57,4,3,2,62.0,55.0,7.415776975415394,1662
0.3,4,4,3,61.1,56.0,6.35088571671474,573
